age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,high_income
age3,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age2,Private,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,>50K
age1,Private,college,high-education,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
age1,State-gov,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
age3,State-gov,college,high-education,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
age5,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age3,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age7,Local-gov,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,part-time,United-States,<=50K
age6,Private,somecollege,average-education,Widowed,Sales,Not-in-family,White,Female,extra-time,United-States,<=50K
age5,Private,somecollege,average-education,Widowed,Sales,Unmarried,White,Female,full-time,United-States,<=50K
age3,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,England,>50K
age4,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,full-time,Philippines,>50K
age4,State-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Craft-repair,Unmarried,White,Male,full-time,United-States,<=50K
age7,Private,somecollege,average-education,Widowed,Sales,Other-relative,White,Female,part-time,United-States,<=50K
age5,Self-emp-not-inc,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,extra-time,United-States,>50K
age3,Private,college,high-education,Divorced,Sales,Not-in-family,White,Male,extra-time,United-States,<=50K
age9,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,Ecuador,>50K
age3,Private,somecollege,average-education,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
age2,Private,prof_doctorate,high-education,Divorced,Sales,Own-child,White,Male,extra-time,United-States,<=50K
age3,Private,somecollege,average-education,Divorced,Exec-managerial,Not-in-family,White,Male,full-time,Mexico,<=50K
age4,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age3,Private,somecollege,average-education,Never-married,Machine-op-inspct,Other-relative,White,Male,full-time,United-States,<=50K
age1,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
age3,Private,college,high-education,Married-civ-spouse,Other-service,Wife,White,Female,full-time,Puerto-Rico,<=50K
age4,Private,pre-college,low-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Own-child,Black,Male,part-time,United-States,<=50K
age8,Private,somecollege,average-education,Widowed,Priv-house-serv,Not-in-family,White,Female,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,extra-time,United-States,>50K
age3,Private,somecollege,average-education,Separated,Craft-repair,Not-in-family,Black,Male,full-time,United-States,<=50K
age2,Private,pre-college,low-education,Never-married,Farming-fishing,Unmarried,White,Male,excessive-time,Mexico,<=50K
age1,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age1,Private,pre-college,some-education,Never-married,Farming-fishing,Own-child,Black,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,Black,Male,full-time,United-States,<=50K
age1,State-gov,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Male,part-time,United-States,<=50K
age3,Federal-gov,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,full-time,United-States,<=50K
age2,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,extra-time,United-States,>50K
age4,Federal-gov,college,high-education,Never-married,Adm-clerical,Unmarried,Black,Male,full-time,United-States,>50K
age3,Local-gov,college,high-education,Divorced,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
age3,Local-gov,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,<=50K
age2,Private,somecollege,average-education,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Exec-managerial,Own-child,White,Male,full-time,United-States,<=50K
age4,State-gov,somecollege,average-education,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,<=50K
age7,Private,college,high-education,Widowed,Prof-specialty,Unmarried,White,Female,part-time,Puerto-Rico,<=50K
age5,Private,college,high-education,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,>50K
age7,Private,pre-college,some-education,Separated,Other-service,Not-in-family,Black,Female,part-time,United-States,<=50K
age5,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
age4,Self-emp-inc,college,high-education,Divorced,Sales,Not-in-family,White,Male,extra-time,United-States,>50K
age5,Private,college,high-education,Married-civ-spouse,Prof-specialty,Wife,White,Female,full-time,United-States,>50K
age4,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,<=50K
age2,Private,college,high-education,Never-married,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
age2,Private,somecollege,average-education,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
age2,Local-gov,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,>50K
age3,Private,prof_doctorate,high-education,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,full-time,India,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,<=50K
age3,Private,somecollege,average-education,Never-married,Sales,Unmarried,White,Female,extra-time,United-States,<=50K
age1,Private,college,high-education,Never-married,Other-service,Own-child,Black,Female,excessive-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Male,full-time,United-States,<=50K
age4,State-gov,college,high-education,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,full-time,United-States,<=50K
age3,State-gov,college,high-education,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
age2,Private,somecollege,average-education,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
age2,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Transport-moving,Husband,White,Male,extra-time,United-States,<=50K
age2,Private,college,high-education,Married-civ-spouse,Prof-specialty,Husband,White,Male,extra-time,United-States,<=50K
age1,Private,pre-college,some-education,Never-married,Craft-repair,Not-in-family,Black,Male,part-time,United-States,<=50K
age4,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age2,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Other-service,Husband,Black,Male,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
age1,Private,somecollege,average-education,Never-married,Adm-clerical,Unmarried,White,Female,full-time,Mexico,<=50K
age2,State-gov,somecollege,average-education,Married-civ-spouse,Protective-serv,Husband,White,Male,full-time,United-States,<=50K
age6,Federal-gov,college,high-education,Married-civ-spouse,Adm-clerical,Husband,Black,Male,full-time,United-States,>50K
age3,Federal-gov,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,Black,Male,full-time,United-States,<=50K
age5,Federal-gov,college,high-education,Never-married,Adm-clerical,Not-in-family,White,Male,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,>50K
age3,Local-gov,pre-college,some-education,Divorced,Adm-clerical,Unmarried,White,Female,full-time,United-States,<=50K
age7,Local-gov,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,part-time,United-States,<=50K
age5,State-gov,somecollege,average-education,Divorced,Tech-support,Not-in-family,White,Male,full-time,United-States,>50K
age4,Private,somecollege,average-education,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,full-time,United-States,<=50K
age5,Private,college,high-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age3,Private,college,high-education,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,full-time,United-States,<=50K
age3,Private,pre-college,some-education,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
age3,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,United-States,>50K
age1,Private,somecollege,average-education,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
age3,State-gov,somecollege,average-education,Separated,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
age5,Private,somecollege,average-education,Married-civ-spouse,Craft-repair,Husband,White,Male,extra-time,Poland,>50K
age4,Self-emp-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,extra-time,United-States,>50K
age2,Private,somecollege,average-education,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
age3,Self-emp-not-inc,somecollege,average-education,Married-civ-spouse,Exec-managerial,Husband,White,Male,excessive-time,United-States,>50K
age4,Private,somecollege,average-education,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,<=50K
age2,Local-gov,college,high-education,Divorced,Protective-serv,Unmarried,White,Female,extra-time,Germany,<=50K
age2,Private,somecollege,average-education,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,part-time,Thailand,<=50K
age1,Private,somecollege,average-education,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
age3,State-gov,college,high-education,Divorced,Exec-managerial,Not-in-family,White,Male,full-time,United-States,<=50K
